"","V1","V2","V3"
"1",-3,0,1.64999997615814
"2",-2.98710989952087,-0.0984380021691322,1.64999997615814
"3",-2.98710989952087,0.0984380021691322,1.64999997615814
"4",-2.98537993431091,-0.0492190010845661,1.56731998920441
"5",-2.98537993431091,0.0492190010845661,1.56731998920441
"6",-2.9835000038147,0,1.48308002948761
"7",-2.98188996315002,-0.0492190010845661,1.72346997261047
"8",-2.98188996315002,0.0492190010845661,1.72346997261047
"9",-2.97656011581421,0,1.79852998256683
"10",-2.97090005874634,-0.0984380021691322,1.48620998859406
"11",-2.97090005874634,0.0984380021691322,1.48620998859406
"12",-2.96388006210327,-0.0984380021691322,1.79533994197845
"13",-2.96388006210327,0.0984380021691322,1.79533994197845
"14",-2.96220993995667,-0.133594006299973,1.57017004489899
"15",-2.96220993995667,0.133594006299973,1.57017004489899
"16",-2.95864009857178,-0.133594006299973,1.72056996822357
"17",-2.95864009857178,0.133594006299973,1.72056996822357
"18",-2.95313000679016,-0.168750002980232,1.64999997615814
"19",-2.95313000679016,0.168750002980232,1.64999997615814
"20",-2.95247006416321,-0.0492190010845661,1.40374004840851
"21",-2.95247006416321,0.0492190010845661,1.40374004840851
"22",-2.93770003318787,-0.168750002980232,1.49447000026703
"23",-2.93770003318787,0.168750002980232,1.49447000026703
"24",-2.93523001670837,-0.0492190010845661,1.85214996337891
"25",-2.93523001670837,0.0492190010845661,1.85214996337891
"26",-2.93358993530273,0,1.32011997699738
"27",-2.93044996261597,-0.168750002980232,1.78692996501923
"28",-2.93044996261597,0.168750002980232,1.78692996501923
"29",-2.93037009239197,-0.133594006299973,1.41149997711182
"30",-2.93037009239197,0.133594006299973,1.41149997711182
"31",-2.92188000679016,-0.0984380021691322,1.32553005218506
"32",-2.92188000679016,0.0984380021691322,1.32553005218506
"33",-2.91278004646301,-0.133594006299973,1.84416997432709
"34",-2.91278004646301,0.133594006299973,1.84416997432709
"35",-2.90625,0,1.91015994548798
"36",-2.89422988891602,-0.0984380021691322,1.90456998348236
"37",-2.89422988891602,0.0984380021691322,1.90456998348236
"38",-2.89138007164001,-0.196875005960464,1.57910001277924
"39",-2.89138007164001,0.196875005960464,1.57910001277924
"40",-2.8909900188446,-0.168750002980232,1.33980000019073
"41",-2.8909900188446,0.168750002980232,1.33980000019073
"42",-2.89065003395081,-0.196875005960464,1.71208000183105
